Sentence	Emotion
전기차 충전인프라나 구축해서 전기차 소비진작 시킬 생각이나 좀 해라 덜떨어진 새 끼들아	분노
"닭사모,수구꼴통 할배들 세뇌 단단히 당해서 증거 있어도 조작 이라고 박박 우기는 또라이 집단들..."	분노
진짜 말도 안되지만 누가봐도 저런 명백한쓰 레기는 헌법에 족쳐도 좋다라는 문구하나 있었으면 좋겠다	분노
설령 감정풀이라 할지라도 지금 국민들마음엔 풀어야할대상은 응당 그쪽아닌가??	분노
결국 제발등 찍기지. 사람들 해고하면 누가 무슨 소득으로 지출을 하냐.	분노
축구 끊야겠다. 에그.......	분노
현직 장관구속 참나	분노
짖는 개같은 개신교는 종교가 아니라 다단계 사기지	분노
도시화 멈추지 않으면 미세먼지는 답없다	분노
터키 이놈들 미개하네	분노
닭대가리년이 친중하며 진핑이한테 붙으니까 미국 오빠가 확돌아서네 ㅉㅉ 외교를 이딴식으로 하냐	분노
"이 여성의 남편은 2015년 마약을 팔다가 체포됐지만, 경찰관에게 뇌물을 주고 풀려난 적이 있었다."	분노
빡싸모 의리면 그늬랑 같이 손잡구 깜빵도 같이갈듯	분노
잠만 재우지 않 늙는건 아님 그냥 잠만...	분노
특검 연장하라!!!! 연장하라!!!! 다 쓸어냅시다	분노
미국 이러다가 곧 뭔가 터질거같음	분노
"문자데이터 무제한은 아무 의미도 없는 대국민 사기극,,,,,!!!!!!!!!!"	분노
와 진짜 여긴 무식이 판을 치네진짜 수준이	분노
문형표도 사형해라...	분노
이런사람이 외무상이니한국의 국민이 소녀상을 철거하겠는가?	분노
세월호에 닥대가리도 함께 쳐 박았어야 하는데	분노
임신하고 힘들어하면 프로가아닌건가힘들어도ㅈ내색안코 일에 지장을 주지 않아야 프로인건가	분노
순ㅅ ㅣ라 너 땜에 올림픽도 개최몬한다어쩔래?	분노
미국처럼되려면 틀딱들 다뒤진 32년후면 가능	분노
우리나라에 살고 있으면 우리나라 역사 정도는 대충이라도 알고있어야 되는거 아님??	분노
그냥 광희는 군대나 가라 나대지말고	분노
미국에선 고급인력인대 여기선 제조업 노동자 취급이라니 그러니 떠날수밖에...	분노
진짜 아침8시부터 더웠다	분노
이땅에 정의는 없구나	분노
파란집에서 부터 모든 곳마다 나라 구석구석 미쳐가고 있는거지~망할때가 된거야~폭동이 일어나야 할듯~	분노
늙은이가. 쳐죽던지. 벽에똥칠하고. 쳐살던지. 쪽바리른. 개쪽바리인게지. 일없읍니다!!!!!6씨널 놈	분노
병신들이 자식사랑은 끔찍하네?	분노
애초에 외국사이트는 이메일 주소만 하나 있으면 가입되는데 한국사이트는 개인정보를 원한다는게 문제인거지	분노
눈에는 눈 이에는 이	분노
한전 성과급 잔치한단 소리 들리기만 해봐라~^^	분노
이제야 알았냐 무능한정부야 그렇케도 중국경제에 의존하지 말라고 했건만 이제는 뒤통수 맞으니 좋으냐 제발 잘하셔....	분노
저 상파대기에다가 황산을 들이붓고싶다.	분노
가격이 문제지 제품수준에 가격이 높은데 엘지를 사냐? 애플이나 삼숭사지!	분노
황구라 아재 아직도 저러고 계시네. 정신 못차렸구만 ㅋㅋ	분노
외교부도 조사하자	분노
그런데 잡아서 뭐해요? 진짜 진지하게 궁굼항	분노
난 와인은 진짜 맛이없어서 못먹겟더라	분노
상대는 흉기를 휘두루며 저항하는데 무슨 문명적 조치를 기대하냐	분노
개스람은 다 죽이는게 지구를 위한길이다	분노
열심히 나라 비판하고 권력 비판하고 그런 애들 중에서 제대로 군대 간 애들이 없는 것 같어?	분노
막가 얍_ 두놈이서 놀고 자빠졌구나 천벌받을 놈들이다.	분노
김상수 니는 야구그만둬라 자식아!!그따위 실력으로 프로야구한다고OOO이가!!내가 해도 니보단 낫겠다!!	분노
앞으로 선거공보에 전과와 더불어 친박출신임을 명기해라!	분노
블린트 린가드 미키타리안 빼라 보다가 암걸릴거같다	분노
"국민 90%가 중소기업에 근무하는데, 중소기업도 강제로 하게 법좀 바꾸고, 지원도 팍팍좀 해줘라.. 꼴랑 30만원이 뭐냐.."	분노
욕만 나온다	분노
능려도 안되는 사람들이 나라를 이끌고 기업을 이끄는 대한민국 답답하다	분노
저런것에게는 판매를 하지 말아라	분노
이정현은 왜 비공개 간헐적 단식을 하는가?	분노
기자 선동질 하는거보소 와	분노
올릴건수만 있다면 즉각 올려버리네내린건 본적이없다	분노
제일 약하니깐 쪽쪽 빨아먹는구나..	분노
어디서 나오는 돈인지 철저하게 밝혀라	분노
특검이 쇼도 하고 너무 바쁘겠다.	분노
기추야 너말이야 세평이 넘 안조으닥	분노
죄값치를생각은 죽어도 없고 니 밥그릇챙기기만 바쁘지	분노
벌써..일주일을 어떻게 기다리지?	분노
염치도 없는 시건방진 놈	분노
수갑 채우고 포승줄도 하고유니폼 입혀라	분노
요즘 65세는 진짜 젊고 최소잡아도 70세로 하는게맞을듯 하네요	분노
원조 조작휄 실망했다 신 조작엔 승리 축	분노
이시키 웃긴넘이네 ㅋ	분노
대통령이 헌법까지 쌩까는데..민주주의???	분노
좌빨들 내년 대선이 뭔가 불안하지? ㅋㅋㅋ	분노
아예 밥도먹여주지.	분노
"경제 사회를 총리를 주면, 문화쪽에서는 지금처럼 쭈욱 헤쳐드시는건가요?"	분노
우리는 미개 합니다	분노
생일파티하는데 10억 미친거아냐	분노
역시 돈이면 뭐든지 하는 중국.	분노
껄껄 헬조선답구나	분노
간만에 진찐 재미난 드라마~	분노
이런 자가 법으로 범죄인을 단죄할 수 있을까? 그냥 파면 시켜라!	분노
제 2의 김대업.. 간장열사 노승일.. 너 친구 호빠열사는 어디 숨었냐?	분노
명바기와 그네 좀 데리고 가요. 네? ^.^	분노
아고 인제 숨쉬겠다	분노
이게다 순시리 닭 때문이다 저런거 다 눈감아주고..	분노
좌좀 니네는 조만간 폭망한다 비잉신들	분노
개헌해야 대통령 임기 단축이 아니라 특검 받고 진짜 죄가 있다면 대통령에서 물러났으니까 형사소추하면 되구요	분노
내글 삭제 당했다.	분노
나라가 완전 요지경이네... 어휴..	분노
이슬람 결사반대 할랄산업 결사반대	분노
개작두로 18토막 내버렸으면 좋컷다.	분노
지도를봐도 상식적으로도 지네땅이아닌데	분노
청와대가 범죄자 집단이네	분노
이년 우주로가라	분노
기업에게 퍼 주는걸 단호히 거부한다	분노
그저 전망이 쟎아 이런거 맞는거 못 봤다	분노
왜 정신병자들땜에 일반인들이 죽어야 하나	분노
저것들은 아직까지 상황파악이 안되나본데...ㅎㅎ	분노
과거 박정희가 어쨋건 지금 박근혜는 반드시 탄핵되어야할 마땅한 이유가 있다	분노
외국순방 뱅기 최괴물 모르게 실어 두괴물 위아래 침맞았지머했겠어	분노
개소리하지 마라 탄핵만이 답이다	분노
기춘 할배랑 윤선이 요뇬도 썩은 악취가 진동한다 얼마나 구린지	분노
부모가문제라고본다부모가	분노
특검 청소아주머니말씀이 정답.. 염 병 하 네	분노
새벽에 그친다며 거짓말쟁이야	분노
노후차 수리비나 지원해라	분노
박태환 욕하지 마라 진짜 ㅎㅎㅎ뒈진다	분노
야삼당은 서로 눈치작전하면서 죄 덜진것처럼 나중에 국민 위한다고하면서 지네들 밥그릇 챙기기 바쁠걸 안봐도 그림이 나온다 ㅎㅎㅎㅎ 불쌍타야	분노
위성 팔아먹을때 알아봤다	분노
다만 그래픽 카드 저기 보이는 i7시피유 가격이면 왠만한 사양 마추고 -2-3년뒤 하나 더 사겟소	분노
박사모나 물타기 하려는것들 마지막 발악이려니 하고 널을 뛰거나 말거나 관심주지 말자	분노
치킨은 감독이 문제가 아니라 팬이 더문제다...	분노
살살 모시라. 우리가 남이가~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	분노
더러운 것들..이제 현대차는 절대 사지 않겠다	분노
아택시기사들 끼어들기갑	분노
가는걸 누가막냐...단 이상한 전염병 갖고오지말길...	분노
"병신년, 병신년.진짜 나에게 병신같은해였다"	분노
sbs 명불허전 빨_이 뉴스답네	분노
그노무 일제타령 그만하자 힘없이 뺏겨놓고 부끄럽지도 않냐	분노
댓글 수준보소... 여성 댓글율이 높은만큼 댓글의 품질도 떨어지네	분노
이_같은 나라는 저런형량 절대안나오지	분노
이쯤되면 어디가 부칸이고 과연부칸만 세습하는건지 헷깔리기 시작했다...	분노
산호에 이름새기는 정성이대단하네	분노
한잘알 환구시보네....	분노
황교안대행은 필히 기필코 특검 연장하라!!!!!!!!!!!!!	분노
이재용 햄스터 닮았네 왜웃으면서나오지?	분노
헐 유로파 우승이 목푠데	분노
뭐가 두려워서 저 난리를 피웠니?	분노
메이저리그 선수 대부분도 100억원 900~1000만달러가 안되는데 미개한 좆크보 투수들이 그돈 달라고 하고 있냐	분노
자랑이다 정신차려라.	분노
이새키들 거짓말하네	분노
수돗물에서 피가나온다 태워라!	분노
고등어 구어 처먹는 것도 환경세 붙이자..!	분노
군대라 하지말자..공익이라하자...	분노
"자르자!!!!지금당장,,,,,"	분노
참 기가찬다 이건뭐 양아치랑 다를바가 없네	분노
진짜 최재원 보내냐 돌대가리들	분노
이짓할줄예상은했는데 설마 근데진짜한다	분노
이긍 국내서 팔아라 삼마전자야	분노
"개, 돼지가 운전을 하니 당연하지"	분노
이래도 쓰래기노조들은 파업은계속할것이고 찌꺼기 코레일은 협상 안한다 배째라는식으로 나올것이고 피해보는건 국민뿐이고ㅋ 니네ㅅ ㅂ공기업맞냐?	분노
제발 붐비는 시간에 장애인주차 구역은 이용하지 마라 ~	분노
재용이가 감빵가야 대한민국이 바로서는거야	분노
우리나란 시위하는애들이 경찰패고다니는데	분노
"윤길현,손승락은 삭감무조건해라 족발값이라도 삭감해라!!!"	분노
8월에 예약하고 아직도 못받은한사람.........................수두룩	분노
에어컨이나 보일러틀면서 전기요금 가스요금에 가슴졸이고 돈없어서 일하기 싫어도 매일 출근하는 일상이지만 적어도 우린 팬티바람으로 집에서 돌아다녀도 아무도 뭐라안해	분노
완전썩었다 특검단체로 받아야하내.	분노
140억 불우이웃돕기 성금으로 내시오!	분노
대선후보들은 외교부 내 친일파 척결 공약해라 윤병세 포함 외교부 내 친일파 간첩죄로 처벌해라	분노
8년은 넘약함. 무기징역때려야지 ㅠㅠ 아예 빛을 못보개해야함	분노
웃긴다. 남이 그린걸 자기이름으로 판다는게 말이돼나.	분노
역겨운 여자... 면상 보기도 싫다!	분노
진짜 궁금해서 그러는데 기상청 니들이 말하는 곳곳은 어디냐? 대체?	분노
우리의 수준은 저 아래 첫 두 댓글이 말해주는구나...	분노
죄를 인정하고 실형제대로 받길.	분노
힘들게 구해도 어차피 나중에 매몰차게 버린다	분노
"박대통령님! 조작언론과 선동된 개,돼지들도 이제 진실을 알아갑니다. 진실은 곧 밝혀집니다."	분노
그건 니 생각이고	분노
노동자들 피 말려서 경쟁 ㅡㅡ	분노
삼성 갤럭시 노트 7 이용자들이 화가 많이 났다.	분노
미국도 인물 깜이 없구나아님 인물 깜 없는게 전세계적인 트렌드 인가?!?	분노
"선제공격이 답이다. 우리 미사일 쏠때 빨쥐원, 문죄인 매달아 놓고 쏴라 꼭!!!"	분노
이년들은 에어컨 /난방없이 디질때까지 감빵에 쳐 박아놔야 혀!	분노
ㅉ 이제 정신 차렸냐	분노
세상살다보니 별 _가튼 년이 다 설치네 대가리를 뽀사버릴라	분노
"성숙? 까는소리! 서울시민들 대한민국 관람질서, 집회질서 깡그리 망치는 모범태도 몰라? 좀더 두고 보라지."	분노
머리끄댕이 잡고 신년인사 할래?	분노
일본인차별을 시작해주자	분노
1%인간들 청렴하지않으면 민심이 무엇인지 교훈으로삼아라	분노
이게다 허리케인박 때문이다	분노
제발 일본의 준법정신과 시민의식을 우리가 좀 배웁시다.	분노
개떡같은 회사마인드	분노
대통령 지시없이 어찌 장관이. 이런 엄처난일를 할쑤잇을까?	분노
과거를 잊거나 자기들 편리한 대로 바꾸는 국가나 민족은 천벌을 받는다... 반드시!	분노
자급제폰좀 시행해라. 통신사는 통신서비스만하고.	분노
네팔이나 검둥이들 국가였으면 수천명 죽고 국가비상사태 일어났다	분노
당연히 그렇게 해야지 우리나라도 판매를 중단하라	분노
명박이도 조사해라	분노
